ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.6521977776311635,0.795499902889468,0.15775477332428536,0.4430500382140699,0.6339028129496467,0.6318395141490745,0.3361765272675263,0.5276926631435885,0.6279908781498327,1.0
0.8013667673716782,0.6897214021074648,0.35383628707268644,0.21309715277119337,,0.3366877962974634,0.5212433290192653,0.5171779136881289,0.8129298224696411,0.0
0.7368857417537974,0.6160310869863742,0.17002467376791044,0.2421537824662031,0.7634419100982166,0.5433556045706067,0.40661809224454193,0.5804215428575171,0.3700793020275735,0.0
0.7204836599860667,0.5161570849742939,0.28324849904171007,0.5121511196385357,,0.41121567040170154,0.27884122836739594,0.7476284531748473,0.5453057375015675,0.0
0.48357822473908996,0.5593882094532792,0.41977116774035006,0.7057168444492805,0.5642106931961222,0.5908741357269418,0.5946475206011693,0.7246908959927263,0.7096731645576451,1.0
0.5545816150001558,0.5030992262561762,0.4204023659876648,0.5995465076980298,,0.38059734152350705,0.7910547550425604,0.27993768062131197,0.5020189578476337,0.0
,0.5511624952444075,0.08629139690437362,0.3637451007560681,0.6024712514700976,0.3615674386180741,0.32740054648727773,0.4057168762620977,0.333978824428889,0.0
0.577332651820817,0.6032934467865091,0.3508456109897347,0.6590829035062084,0.5568670481833695,0.571177152863872,0.5685138773969372,,0.7179296934292398,0.0
0.4646340158815127,0.4053441477502414,0.21479147128621298,0.517125966643644,0.4746090083649831,0.31212366082822857,0.5148218460560025,0.5092916871926854,0.43457050502976297,1.0
0.41195354263326167,0.8162738784248422,0.24787258091297212,0.5774450000056033,0.5295133284779155,0.4248904976301248,0.5013129339340328,0.48745059061746954,0.4624863844522498,1.0
0.34108728255978005,0.6694665735943999,0.22423362606166963,0.7099883033184913,0.7391958379918204,0.6025680771381681,0.5749997848338292,0.5938810823237043,0.33523933910384435,1.0
0.46897382479464544,0.40732905814722487,0.3074189662934247,0.496376812623936,0.43892392672528024,0.3709681379893656,0.6133002669415868,0.5380094327317628,0.24975392268385715,0.0
0.3027344660577378,0.31722904415439546,0.47653402149522617,0.6128277242986406,0.6313011850103892,0.3863600499105884,0.3918535536052031,0.6735624376290993,0.4419409887147265,1.0
0.44887487444674473,0.5171918248831389,0.19514808309146625,0.5916799375592401,,0.3738287928658613,0.4232237379465288,0.47208163270456294,0.36436609732892006,0.0
0.6102297740543464,0.49503017996711607,0.5371601264376717,0.1858916340961219,0.6520922984659994,0.7869334483933714,0.579814303264502,0.5471696611600183,0.26429859101392644,0.0
0.509899055809402,0.4841336629729144,0.15444572658072112,0.4191333557444281,,0.3820367096329857,0.5269116014238583,0.543272452111916,0.3445698168016504,0.0
0.44594850030158284,0.4485871419950528,0.3166191628623806,0.6196656857319928,,0.5795327886952941,0.5754182874918987,0.4289377628246493,0.3824615640980306,0.0
0.42116709613655945,0.476060580982269,0.28074530255798147,0.38670547314460413,,0.5109703755914876,0.5455063288653069,0.63874654969812,0.6774163208565274,0.0
0.43646751148468566,0.43238579727494375,0.34477332974022923,0.5737177761032455,0.5177207398393368,0.2782974910748423,0.43769400257487046,0.7687420270212882,0.8724823690980881,0.0
0.4999831793409991,0.6228377052810972,0.2587175519133016,0.5714391492821813,0.6439464780750259,0.17664950257034628,0.5784504029277017,0.5218726701905306,0.3611515745412937,1.0
0.5355980327890093,0.6865719681153883,0.351613003897689,0.4881852127697131,0.790590502471956,0.20583836038848285,0.7102553104643148,0.548233414328046,0.527933786920975,1.0
0.4195482747020711,0.5654786071116871,0.3102430280172589,0.69360303104993,,0.41759862520268515,0.34173462760715256,0.5232070808710397,0.7491190933861152,1.0
0.41951122407619906,0.3853625839322805,0.35447626072199956,0.7358809120880522,0.5407391301876724,0.29897636864533633,0.4580118621085545,0.5232482784749676,0.6940608743845462,0.0
,0.5887728145021028,0.32662120605162337,0.44564210866796894,0.5533279188580302,0.6259953127372586,0.6926815993772268,0.5840989668971959,0.5310056223517776,1.0
0.5690612017130416,0.5039005885091798,0.34675907742250545,0.5855556718260502,0.7521136341767876,0.4894082969735007,0.4488072655018227,0.6927018143347652,0.6930291007783884,1.0
0.5177850855754551,0.49562204823175604,0.5385736035153076,0.5349646427452637,0.549286448033039,0.28656165281990303,0.49671011268407617,0.5525591341396252,0.5305312254243977,0.0
0.49763878299173725,0.6364285688863224,0.41243898795600137,0.5504331305856192,,0.8146523782400164,0.5820414750190006,0.3082429849829158,0.5496182894366519,0.0
0.5538525798292264,0.6263013753407852,0.27663237896595594,0.597419897949661,0.6110885611979454,0.3559641388093043,0.5612456579408515,0.37534131929658127,0.6396344666484324,1.0
0.42236663804267016,0.4967904621430834,0.6653966592119612,0.5236655772819143,0.5765406170372687,0.6678679630112228,0.7554550570812373,0.47136346408596363,0.46326551595804294,1.0
0.5677725512965406,0.692092660286116,0.30881091358126345,0.4305256330649617,,0.4427171105779463,0.24763577397338815,0.5400369966778404,0.423946088347479,0.0
0.5491989940065265,0.5867186038960852,0.48020673756390236,0.7409264685321463,0.46969698760124656,0.30464660030971175,0.44899496619370727,0.5755507751219218,0.4667561270129475,1.0
,0.586642041887172,0.12354281966400787,0.5727696554535946,0.8655335179063117,0.41993138262523005,0.542230644713223,,0.568092512976504,0.0
,0.3911270871822391,0.694450215357635,0.4287611892684096,0.9097721874653455,0.4803660492918655,0.7080833229927288,0.6198138956887228,0.264038797239226,0.0
,0.5717753110592393,0.2579950368229359,0.5310378191942234,0.7626315604571268,0.48580977093643135,0.6681185028524534,0.562394206981273,0.6443873484350888,0.0
0.5815615083130341,0.5910384103187011,0.41231435202876754,0.6292612016800901,0.7278816830127053,0.24548665517742313,0.35569055998359883,0.6860404424232015,0.5080261836836342,0.0
0.469941782216526,0.5061984727812361,0.26892299801587055,0.4777240525981609,0.7102810912844688,0.39134333900620805,0.49026932860311756,0.49824207403473064,0.446881512699215,1.0
,0.5185156040690121,0.4958957331156895,0.47150287697046095,0.7347900374387668,0.350738646362264,0.6511617546878484,0.5915838272840322,0.6595555291236017,0.0
0.47358015398776354,0.5262746225799723,0.5902309976513896,0.36178992814680355,0.42183628142129004,0.24304440718735015,0.48223553112844364,0.6509890540711949,0.35975885911239897,1.0
0.6208637151934316,0.5357853647695795,0.3995533415882959,0.6168219442956782,,0.37922235200640925,0.39006784646560716,0.3870026842461331,0.5725014649714371,0.0
0.7083637183529636,0.5410811562969216,0.6057552741550725,0.5523301399157865,0.33785370072762244,0.5964142896445184,0.1268980734846557,0.6254386269567063,0.3674277519802274,1.0
,0.4116326004318688,0.2236601597165825,0.6299592924882679,0.7151890998342563,0.2844591281863928,0.49841728316322587,0.6071380927719413,0.5088962589026431,1.0
0.47034379367459483,0.4894717866061872,0.4006512028534014,0.46081563423090105,,0.40721060908444123,0.589372220372495,0.6285451953282463,0.5585426727931002,0.0
0.6475638709776412,0.4252673370545096,0.3273795377150581,0.5664324868041815,0.49872799662648815,0.3976811925640707,0.3056896573775722,0.6813544040920827,0.5387601712881469,0.0
0.38446350281940356,0.6985556849329657,0.2933763180703783,0.40704426360468915,0.7632860118495806,0.6469995842037433,0.40684787996533445,0.6412512459369822,0.5149045723678958,1.0
0.679616187293063,0.6104403719360018,0.2665181146590971,0.5632766708734714,0.5476120254688635,0.47640204937972813,0.2850667069640622,0.46346338029262135,0.22594750807763958,1.0
0.4627923262191594,0.4843327597412065,0.45717686438370275,0.5329224269598515,0.6885917809052786,0.33016202953623236,0.564849263635155,,0.31000138066242294,0.0
0.4756309694021348,0.48952294289875753,0.2710384741279645,0.5259725363377072,0.6445373304785975,0.4427232701549724,0.5524158153059484,0.5571407556461709,0.47641150319219366,1.0
0.5423337357196774,0.47026696269630497,0.23956953648081253,0.44533414259158444,0.6256291015141202,0.30392234652528344,0.5732554048540583,0.33568542555824143,0.35761518776062945,0.0
0.358570340484944,0.3973231784277317,0.311162825043954,0.45657218492816154,0.5754040146780947,0.27956794201152174,0.5362671771771383,0.6049276962428428,0.4990518865755728,0.0
0.41532601673231506,0.4973292971196629,0.4771495704703406,0.44612394725265747,0.6231059109940661,0.39194569636150983,0.634030699015994,0.6607773456401901,0.5070735314426258,0.0
0.4625814171643459,0.6104267391823778,0.3422415084669155,0.570720334154784,0.6234540864635633,0.2336142510301899,0.43460460581953775,0.3685726919209924,0.48999437445915334,0.0
0.4520395058045206,0.5246598200236736,0.5417342658660287,0.5243089265094212,,0.5390518727547746,0.2820675977206506,0.46271588144929554,0.3433265525622147,1.0
0.6226300238408848,0.38647488668818963,0.1873946534065165,0.5300674225204712,,0.46435290040827387,0.4036798565103445,0.3179367592853942,0.3318451062978384,1.0
0.48068429929346873,0.7063394873031211,0.2898653197534579,0.7402466658317262,0.5489155722390971,0.453565899672658,0.43567903129156216,0.49846243760413855,0.4827865479786227,0.0
0.5512197822987682,0.5957711039099651,0.3460904703491767,0.5194406368023559,0.39753629414582015,0.5498405013707868,0.3540515901324126,0.6840189656925089,0.6651495164071954,1.0
0.43416684546494805,0.5443390156351023,0.5851098628471002,0.6088823646377531,0.7116644865097375,0.31227411888018713,0.685762946029001,0.3336629253964197,0.5202459643616109,0.0
0.4701341572534979,0.818125823966637,0.6050035872740005,0.607650177329549,0.8155070781851335,0.29726405524656524,0.4953768002996437,0.6370416389174636,0.5202614604775639,0.0
0.5557763342316363,0.6326353077184499,0.6594197728176141,0.4535497800012128,0.4923709842119528,0.6684100495745937,0.3660170788630777,0.41230439726305096,0.5959589288508418,1.0
0.2841631876654813,0.4112795233979908,0.23171410318767569,0.6308330507083348,0.5178393780599313,0.4071712005515213,0.7115511507109432,0.6290279246145558,0.4351608562863916,0.0
0.5887541882387209,0.3924093278450599,0.38947142905566906,0.5704273976690577,0.5945330969147165,0.4140532179427095,0.4239790267602255,0.5341463909819952,0.3931607556920667,1.0
,0.41979908784165265,0.5944317086236083,0.40398645983466525,0.4420759195131926,0.5965051490734112,0.4672612458804103,0.633856863388739,0.6042147230861228,1.0
,0.5125704135507996,0.3073004655927398,0.4447934296360908,,0.36124665576077314,0.4961328836386687,0.6308628614902038,0.24081121953043866,1.0
0.4475984578281496,0.4205903853874622,0.45677204448713266,0.6384932268068337,0.7041164196098242,0.1996845542217877,0.2964921449657394,0.4009486606227471,0.28107591880306954,1.0
0.4264311183530662,0.6638470805257722,0.2627508948997996,0.38684294376783135,0.5288918014910127,0.2558374046127712,0.42628302983165334,0.31490847812347234,0.7522545039938984,0.0
0.44879311343316813,0.6869666673691722,0.42470547964783867,0.7054685845700163,0.5667220151921669,0.505960180632747,0.5422188315759443,0.5530685644703135,0.22951800599297806,1.0
0.36123361040561935,0.3919436346820294,0.30675046068147627,0.4617529150468972,0.5023704631308777,0.5886383553903967,0.5200167808369469,0.7825694606715311,0.5638628990672419,0.0
0.5398625930335396,0.7486938485076758,0.26798465932427845,0.8510680680044922,,0.6547930962769586,0.49634588859124906,0.6572025061709269,0.5140868343054716,0.0
0.4904540367900001,0.5012821804189784,0.224253477715322,0.5237905772276715,0.7000357435868865,0.49146979716372247,0.5745207526247336,0.5988852206646942,0.5475805564467666,1.0
,0.36515796418108326,0.217989987663742,0.4212248840601147,0.6960141588581867,0.30816573237743866,0.4244787721545392,0.5837768261098057,0.4102080988786659,0.0
0.4790496543927197,0.6728327191547221,0.4525079160054842,0.5893892835369405,0.5911730163695494,0.4576741500883346,0.4721605026678857,0.514219630761558,0.5524451587320245,1.0
0.5185942629832968,0.532535373153472,0.12816629175830707,0.49487528460697744,0.754354317372028,0.22884188909740683,0.5289280279159014,0.5215391615251244,0.5355104474139312,0.0
0.4960874351674866,0.6294271909230443,0.5929993432586068,0.40701843030201706,0.5935957426477708,0.3261542920439319,0.6881507439230439,0.42405382969060446,0.6377542094788851,0.0
0.5676775561232676,0.8066153788327886,0.5602024245384806,0.5171258872593201,0.7417087932097735,0.42693061995252307,0.4425004334857221,0.45348778469147105,0.4255726677453309,0.0
0.4596944797820796,0.6068100244419387,0.14847262591385046,0.7550390267338644,0.4103709223129841,0.5715771367799953,0.41095286063845715,0.5734986439525245,0.6570881276373151,1.0
0.4469036534233514,0.48474495905385906,0.2723014138659259,0.8793856029563236,,0.5242959681416277,0.3233618168104305,0.5988807626020151,0.5163642943447782,0.0
,0.556446666491398,0.3353088501441817,0.5130323351203124,0.38531740473625076,0.4701823856291288,0.3068640845057374,0.5659294983723544,0.44600358362114007,0.0
0.43966065436133517,0.40656784295616255,0.31951838938835136,0.7616132959365555,0.514559355825906,0.5659169494344365,0.5581840658585397,0.3347134954297408,0.44505738584305204,0.0
0.5044175371226299,0.5936323400115735,0.18026548811097318,0.6664860498790515,0.485577249557295,0.30082015164982473,0.563055696658354,0.5422523460232335,0.4742387038079518,1.0
0.3599766502796555,0.38806468682002815,0.37281241057899317,0.5798703248174227,0.8344985720612617,0.5400790755895044,0.5949574343893141,0.5579215470387984,0.6456544544252969,1.0
0.3053685480697683,0.6601972819564383,0.42323561059192916,0.4832252569089828,0.43432817709422145,0.5723586071958167,0.5338392030720304,0.534764913619984,0.43162337881230867,0.0
0.5669565857224914,0.4461983966406873,0.10352687060549978,0.37302263530930996,0.6920569632566942,0.23526558777330825,0.8021437602891918,0.5926255576344535,0.5333430043730767,0.0
,0.5191863429097968,0.29993781475205994,0.5572095908320323,0.6622917135628981,0.5070499596978744,0.44292072567363594,0.7266498170061122,0.557799861751769,1.0
0.6094555338513078,0.6130831057461853,0.49169792903960896,0.4655162305780542,0.5737525133597899,0.44535677710132754,0.37148277546844893,0.4476953738034388,0.17585328972745912,0.0
0.5655742264497667,0.5438155199364386,0.37070282678687794,0.6208967068943093,0.47254713149386307,0.3088412946985915,0.4121756721960235,0.5756547139215802,0.36606349276062017,1.0
0.4247134745179256,0.3781531459362062,0.19761456894349058,0.5903812404466176,0.6051436709429105,0.5064857583896967,0.518217130872715,0.4619839650411019,0.4430571518882834,1.0
0.49770438547419077,0.49512309463384807,0.21475794443803273,0.47794023915331546,0.6896796312624074,0.44024092264297116,0.4744916243556463,0.529694115922982,0.6510144211377682,1.0
0.5258807990504347,0.6101201893743069,0.4587766685452645,0.4796045774095226,,0.41290688080986676,0.5499058647021383,0.4515693921266216,0.46957174697234944,0.0
0.6718482179146332,0.3695293899463743,0.4409910818700703,0.5882825417446986,,0.38002819485851785,0.5810232341705316,0.4642520557791851,0.4885107425294453,0.0
0.7260123812336728,0.7115712737555702,0.26601165297236146,0.2849449205859845,0.5165603515030248,0.5354718035011576,0.575602968903106,0.6744454563224074,0.39344695684006964,0.0
,0.2628070828965914,0.3613798918472063,0.6027035633632026,0.631085480689607,0.5081329581003178,0.5533645736580552,0.5022560968003763,0.6068055462113695,0.0
0.640692670685453,0.5379654281982962,0.14331434781437394,0.5569524867256265,0.7597451364100374,0.34456885973440304,0.596080326537293,0.9205649054686537,0.4789371937965336,0.0
0.46912568666193477,0.5086632137309591,0.32567486761838754,0.5437581542631393,,0.3653753533963768,0.38903816826681004,0.6853399173035167,0.44893704647731886,1.0
,0.7020594974364208,0.18238289121925738,0.40422523612732814,0.39394532615726996,0.2477425323630031,0.24775031830566974,0.7134499281616944,0.4447772252773264,0.0
0.48740300043477913,0.4457734429336624,0.22546581512146988,0.6081120431267458,,0.6339454406375038,0.43456754161272715,0.6205400126129309,0.3661113011515455,1.0
,0.6693748734832762,0.3470890814899453,0.6513881125797085,0.658102400329281,0.3385421072913097,0.3823290437272871,0.5364711028325339,0.47364167787081296,0.0
0.5525937743665732,0.6443099646564905,0.31484297442880427,0.5327861386028843,0.4571931110281424,0.44152549467993024,0.49631482576066,0.6005670892576827,0.4255845483790032,1.0
,0.5393965433424274,0.1677890051784199,0.47807903883686825,0.6538314964099421,0.38330410055212855,0.4361516975704749,0.3663960165812354,0.5103957770447376,0.0
0.6782468844244134,0.5021784976050497,0.2917173729719384,0.5616732140172742,0.7379149011402379,0.3986424929009806,0.390716610286144,0.5080328384189451,0.5139991074542991,1.0
0.43007109734397087,0.475415670370982,0.20973554991531007,0.5943485283853318,,0.4473398188496,0.44332502740815416,0.4797458506620124,0.6345276280824392,0.0
0.5515023348548453,0.5655687810387893,0.5825306053709282,0.5738864482061145,0.5224518048214072,0.42577505643044017,0.608912195413345,0.7764284963690604,0.513988864039046,0.0
0.5272683969576281,0.565951502436442,0.017258464830794334,0.8436128108261396,0.9849638596282697,0.31451596270652254,0.549748597270734,0.44129209483129006,0.35697140455431003,1.0
0.38294369043560467,0.44935487079269587,0.40043156304684613,0.30003058253137266,0.675551927415444,0.5406491209929085,0.49512154199697966,0.2627055588822212,0.06854394773382866,1.0
0.43305274421539386,0.6435050005038533,0.4190314991462741,0.7132204060181501,,0.35657026123289787,0.41665707593216383,0.6864501129314473,0.5519861404485704,0.0
0.5012353856161884,0.44506350019934593,0.32588446233037993,0.38076556679508333,0.7079695368150825,0.5793119681950734,0.5098081235935636,0.5183020250305893,0.6522237232877584,1.0
0.24200647218027796,0.5970319939124827,0.32688241117195094,0.6432705698421378,0.6253887368173616,0.30152400152736764,0.6133463475823703,0.662409128443262,0.25498221748289823,0.0
0.7422815990743398,0.7809793911897605,0.6369746607446712,0.2233883587394058,0.44521243552015344,0.5103185984884133,0.4253137259915132,0.5239312684035954,0.8171137758145319,0.0
0.4360661295460256,0.70275422619614,0.217036319193917,0.44333056859229786,0.586302583018216,0.31852203441743804,0.43128290947598635,0.4882746747832451,0.507077441306748,0.0
,0.48676838497674935,0.3668620982294692,0.5376961189835049,,0.5952338620129285,0.33660619101204725,0.6116106466389074,0.34825919320597815,1.0
0.5152526772178977,0.46866816356625474,0.5649085936849242,0.37653839875418416,0.45083266320371096,0.26355410792120354,0.3113975555075778,0.6208196186768529,0.3871206203361885,0.0
0.5893726985486462,0.43509914412174333,0.2839927385688425,0.5238694790549726,0.5522247447437896,0.16774935721995077,0.3943873641118383,0.4911264950667979,0.3866634498065638,1.0
0.4880793584711545,0.4759879636529656,0.5112817225187816,0.5941962546679287,0.4929552992891123,0.40851632907786456,0.6578669912867342,,0.2971400255661411,1.0
0.34777336681466503,0.7662426143588656,0.21474712679593524,0.3545135294502856,,0.2575474200277594,0.5805394794082129,0.4480717228455039,0.3413878187874578,1.0
,0.45073133218854877,0.6345835812215835,0.6272859888573074,0.729918647816941,0.37764205789107014,0.5747742478028087,0.5914961270014313,0.22560264920410766,0.0
0.5992818327693784,0.6029688376451205,0.2849258092510073,0.6259737582191427,,0.506919003868421,0.6552202377898878,0.5686384563545197,0.4007784670676751,0.0
0.7247921125811172,0.47295282946465866,0.3336545096065111,0.423306761493407,,0.5357879728372898,0.5474070086020664,0.3882056933260734,0.255140975320494,0.0
0.31979226528274923,0.6850053304195362,0.4354647720731718,0.35151924236889454,0.2241011798214475,0.4817552624172759,0.5373833674969448,0.5946495695709348,0.5440877840575857,0.0
0.460637930957791,0.69937746095584,0.224249930842405,0.6830516443181914,0.5271997799780149,0.511083355091607,0.5830230896595757,0.6756890720379378,0.4107006092576862,1.0
0.8207864934565307,0.17186042836873597,0.60532180777378,0.6975472533028984,0.3690888939678747,0.45187699183902036,0.5353546147497907,0.33116857358851,0.5519501445335377,1.0
0.5440822801380051,0.49061207783463967,0.5487650665054031,0.4597990650185448,0.6833295995516933,0.25486094545469756,0.45462058757800705,0.6656059913614474,0.3729520572298413,1.0
0.5195855750430383,0.3942037824813678,0.261630914252137,0.5716281955114999,0.7163594192852065,0.7175157065763487,0.3874518322328323,0.47818888560761513,0.3219441849193198,1.0
0.49500589630004443,0.5912172806898294,0.36910983790056545,0.4378319203525064,,0.5111607379885825,0.44828006186644276,0.51357837863491,0.5103826261429116,0.0
0.30208746849029466,0.5812182776652274,0.34304240925059504,0.508222921466645,0.497897352010812,0.5367969721341672,0.4325449825123613,0.5238400310412535,0.43167698425176276,0.0
,0.46917555280683665,0.4018062464710674,0.47298179523571376,0.5208613271451181,0.3420118904995087,0.30153992031520405,0.4006597512701279,0.6033354766853467,1.0
0.6863238281344224,0.6670785812978294,0.06935082804742557,0.4873451309684727,0.48837319558943637,0.25779217412635697,0.36741836349587004,0.6314207307736932,0.30115275927235713,0.0
0.4834328606396575,0.48015173596890603,0.38538060441311106,0.38983163341629584,0.5800580010079711,0.48971294924367764,0.43514870502145697,0.48541514011843434,0.5097006431347701,0.0
0.4249656260043679,0.4099162516825817,0.2721865943388983,0.44570696200452475,0.6770107855438812,0.4713208986679774,0.5425268620432745,0.49999378493655755,0.49578325233780834,0.0
0.6476162895545743,0.5656751859228508,0.3676061900783854,0.43920445709474526,0.5470715115069973,0.5502716095717874,0.6194490766825309,0.6139646480358417,0.49261131608884784,0.0
0.35761164137598483,0.41011145768130663,0.4416275483214675,0.8760227375065438,0.4572777404073105,0.21294168238037064,0.5505513859557367,0.5675801637107116,0.4188325983170113,0.0
,0.5039447987605501,0.11880682617181086,0.7125015486561356,0.7869714591221473,0.18690793349817997,0.40848342377735986,0.5796515947555003,0.5041148128587307,1.0
0.5532499377270753,0.4386185445356875,0.23011898004579465,0.3845252481787717,,0.4196867349100785,0.20292759140243638,0.5426389852281099,0.49032610729355425,1.0
0.48226418473579846,0.5657344135810836,0.4269656010230471,0.6272774968861756,0.6047645021704023,0.34966081010865396,0.6638819512479355,0.4669398926165122,0.436000505203704,0.0
0.4888672691025514,0.4967900508440505,0.6745969406942779,0.47812033829449246,,0.37870017123326355,0.42016918582748986,0.552908602185456,0.3711199044646661,1.0
0.4918937573825086,0.594948048454583,0.5696850660458005,0.4474048448626554,,0.6444130291068908,0.23927689909091387,0.21843855999976242,0.4064580246978788,1.0
0.4725701179761785,0.5351937525447802,0.33819366114729205,0.4527882445482669,,0.3526015162023118,0.28675771561952706,0.3293778695847795,0.602327306961872,0.0
0.49053726458161884,0.49054803524764934,0.3271627674807015,0.5099861060435468,0.5732616067987301,0.41767246696055,0.6035564017922773,0.4813389328076842,0.6404363781111857,0.0
0.738405061684381,0.4201943660862322,0.35299090101423647,0.5908039860768787,0.6453405187523338,0.664014333889029,0.4565641304937992,0.4498958366957026,0.6831364936364877,0.0
0.48057174183238477,0.5574876878024161,0.37053412736664915,0.5723669656612396,0.5410423638527302,0.2519044367603153,0.5589389297435665,0.47235336261715266,0.5597839578798758,0.0
0.5220034891625409,0.8243726712115291,0.23445206549928282,0.6069513018834161,0.7259733152934793,0.40940787649360627,0.5579166553112478,0.553286714042017,0.4246775782759344,0.0
,0.769841130386376,0.1909271161135452,0.711032953388856,0.42610212242985857,0.5032778086390977,0.3659931356495338,0.5943360172702083,0.3797224832001144,0.0
0.49670458753650426,0.5883605363195907,0.16836109755217255,0.3217774752358498,0.53008622538656,0.3666998515283704,0.4247254373979297,0.70299759033249,0.33006434641638577,0.0
0.4902240178528522,0.5337647060352079,0.38238396967717836,0.6138094719694537,0.6186053874073818,0.45071586218642407,0.4773847087780948,0.7162726238966574,0.5425935327764526,0.0
,0.43342200656276386,0.3426448216373807,0.4882959287834406,0.4456980916527511,0.4008061371194325,0.501556082283542,0.6073017006161564,0.19955833363886993,1.0
0.47371654061344176,0.5594574129309878,0.3914263484994753,0.595892377682093,0.6835245472520666,0.2891913731062333,0.5683372290032512,0.490560512521131,0.36609837218160385,1.0
0.6049100759219712,0.3084038838573744,0.340153906144074,0.5987771291486792,0.6135850369566396,0.31317488148671485,0.327316492148693,0.5173608579513886,0.26980443005618376,1.0
,0.5986682102479448,0.3817541532131913,0.3620186513338702,0.4878183155215602,0.4694643118784238,0.18737115741509924,0.5296749648061908,0.31079872377787415,1.0
0.5846007147465924,0.43238307179838,0.2893612524375557,0.288607048039647,0.5765242426274303,0.3178266747077226,0.3960091314812802,0.45084934733451903,0.5954021932578735,0.0
0.552808979378798,0.5815632162488603,0.49406141474705906,0.5841069780069849,0.4556808892174812,0.1612519989129681,0.6480222820422958,0.4181589157796876,0.41516080452087606,0.0
0.5318635042226617,0.47776082061891245,0.28638058341926814,0.7455589079195792,0.5665956259429403,0.3193977227410532,0.41312226309846145,0.3919556770339995,0.28335364694884585,0.0
0.5805907192317732,0.6664521911630055,0.3223582448074141,0.3747036007158528,0.6251369518414823,0.35775854412971714,0.49111436131143804,0.5078853843337038,0.6104636350621371,1.0
0.3673991057171909,0.48224329523247256,0.5322872487148494,0.5977998094958845,0.5665342911929787,0.36330361571589015,0.4499303762443725,,0.31124304975824973,0.0
,0.4387375432522356,0.4461178151684277,0.5240097688999148,0.4852432072158608,0.3537783152184039,0.5357113599108954,0.6083905330914197,0.3021473290049113,0.0
0.5265035930306808,0.6059828013041966,0.4155464507229997,0.31942616754380604,0.5873194368584175,0.5043740944804687,0.3949871241570383,0.5034745270453284,0.20992610089145675,0.0
0.4238770780781676,0.6399392264304412,0.37645906527494183,0.3327475497116049,,0.16770009020029542,0.35122082066608007,0.5345195084535637,0.7124021598890815,1.0
0.45145913021091305,0.5907971315153256,0.18653727773785692,0.5179195802620031,0.5192099775882716,0.34008531732882613,0.37446061318290974,0.5047984178350845,0.5867613429157865,1.0
,0.7244752051910723,0.30569396098329465,0.5271526149068532,0.5000701779315115,0.41613297965027335,0.4045254430092224,0.48337040324240255,0.5364796139402548,0.0
0.49742709650341854,0.482311804583768,0.20617314384129035,0.4753110397260563,,0.3095741509740158,0.5413649424844357,0.5319127507908383,0.5747533509515679,1.0
